Sample.Name,ID,Continent,Country,Region,Strain,Collection,Latitude,Longitude,Year.of.Collection,Pot.Field,Host,Status_world,Status_ext_eur,Status_recent_ext_eur,Mating.type,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9
HUMV062226,HUMV062226,Europe,Hungary,Martonvásár,tritici,2022,47.30725,18.81463889,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1E-05,1E-05,1.9E-05,1E-05,1E-05,0.82841,0.171511,1E-05,1E-05
HUMV062227,HUMV062227,Europe,Hungary,Martonvásár,tritici,2022,47.30636111,18.81702778,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1E-05,1E-05,1E-05,1E-05,0.000187,0.761617,0.238137,1E-05,1E-05
HUMV062231,HUMV062231,Europe,Hungary,Martonvásár,tritici,2022,47.32780556,18.78963889,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1E-05,1.7E-05,1E-05,1E-05,1E-05,0.805691,0.194232,1E-05,1E-05
HUMV062309,HUMV062309,Europe,Hungary,Martonvásár,tritici,2023,47.30111111,18.82111111,2023,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1E-05,1E-05,1E-05,1E-05,0.003665,0.733749,0.254379,0.008157,1E-05
HUMV062323,HUMV062323,Europe,Hungary,Martonvásár,tritici,2023,47.32863889,18.79108333,2023,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.006962,1E-05,1E-05,1E-05,0.014884,0.739529,0.238574,1E-05,1E-05
HUMV062350,HUMV062350,Europe,Hungary,Martonvásár,tritici,2023,47.31733333,18.77555556,2023,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+2,0.906199,1E-05,1E-05,1E-05,1E-05,0.093731,1E-05,1E-05,1E-05
HUSZ062201,HUSZ062201,Europe,Hungary,Szar,tritici,2022,47.454871,18.507523,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+2,0.93596,1E-05,1E-05,1E-05,0.009001,0.041946,1E-05,1E-05,0.013043
IEKD072305,IEKD072305,Europe,Ireland,Co. Kildare,tritici,2023,52.99183,-6.98573,2023,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
IEKD072313,IEKD072313,Europe,Ireland,Co. Kildare,tritici,2023,52.99183,-6.98573,2023,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.999911,1.9E-05,1E-05,1E-05
IELO072305,IELO072305,Europe,Ireland,Co. Louth,tritici,2023,52.99795,-6.40595,2023,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
IELO072310,IELO072310,Europe,Ireland,Co. Louth,tritici,2023,52.99795,-6.40595,2023,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
IEME072202,IEME072202,Europe,Ireland,Dunsany County Meath,tritici,2022,53.5240744,-6.6356433,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1.5E-05,2E-05,1E-05,0.999905,1E-05,1E-05,1E-05
ILIL042201,ILIL042201,Asia,Israel,Rishon Letzion,tritici,2022,31.993333,34.818028,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1E-05,1E-05,0.010682,1E-05,0.989248,1E-05,1E-05,1E-05,1E-05
ILIL042215,ILIL042215,Asia,Israel,Agamon haHula,tritici,2022,33.108367,35.577367,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.981233,0.010494,1E-05,1E-05,1E-05,1E-05,1E-05,0.008213
ILIL042254,renamed_ILIL042254,Asia,Israel,Ein haRod,tritici,2022,32.572778,35.403583,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,1E-05,0.729529,1E-05,1E-05,0.270401,1E-05,1E-05,1E-05,1E-05
ILIL042256,ILIL042256,Asia,Israel,Ein haRod,tritici,2022,32.572778,35.403583,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.99677,1E-05,0.00316,1E-05,1E-05,1E-05,1E-05,1E-05
ILIL042271,ILIL042271,Asia,Israel,Israel Valy,tritici,2022,32.607468,35.251815,2022,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05
ISR_103,SRR2153103,Asia,Israel,Israel: Eastern Galilee,tritici,Before 2022,32.93316667,35.53622222,1990,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.961178,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,0.038752
ISR_13,SRR11548170,Asia,Israel,Israel,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR2,ISR2,ISR3,0.053076,0.887266,1E-05,1E-05,0.046909,1E-05,1E-05,1E-05,0.012699
ISR_15,SRR2153100,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.89702778,35.18033333,1990,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR2,ISR3,ISR5,0.208403,0.495778,1E-05,1E-05,0.101152,1E-05,0.194617,1E-05,1E-05
ISR_204,SRR2153105,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.87427778,35.1305,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR2,ISR2,ISR4,0.012407,0.813376,0.003824,0.016903,0.052741,0.05787,0.021533,1E-05,0.021337
ISR_205,SRR11548165,Asia,Israel,Israel,tritici,Before 2022,31.74661111,34.68886111,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR2,ISR2,ISR4,0.015999,0.823875,1E-05,0.007525,0.079839,0.036321,1E-05,1E-05,0.036411
ISR_208,SRR2153106,Asia,Israel,Israel: Emek Bet Shean,tritici,Before 2022,32.50636111,35.41169444,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,1E-05,1E-05,1E-05,1E-05,1E-05,0.22371,0.769749,0.006481,1E-05
ISR_214,SRR11548160,Asia,Israel,Israel,tritici,Before 2022,32.93825,35.10575,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR1,ISR1,ISR1,0.157251,0.811726,1E-05,1E-05,0.030962,1E-05,1E-05,1E-05,1E-05
ISR_215,SRR2153107,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.47747222,35.02705556,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ISR_216,SRR11548159,Asia,Israel,Israel,tritici,Before 2022,32.462,35.00427778,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.882823,1E-05,1E-05,0.074613,1E-05,1E-05,1E-05,0.042504
ISR_217,SRR2153108,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.76763889,35.09705556,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR2,ISR2,ISR4,1E-05,0.852422,1E-05,0.034176,0.074999,1E-05,1E-05,0.00782,0.030543
ISR_218,SRR11548157,Asia,Israel,Israel,tritici,Before 2022,32.77055556,35.10516667,2010,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.953391,1E-05,0.003188,0.021227,1E-05,1E-05,1E-05,0.022144
ISR_219,SRR11548156,Asia,Israel,Israel,tritici,Before 2022,31.79544444,34.75063889,2010,,,Included,Included,Excluded,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR2,ISR2,ISR4,1E-05,0.814918,1E-05,1E-05,0.096971,0.036703,1E-05,1E-05,0.051358
ISR_30p,SRR11548154,Asia,Israel,Israel,tritici,Before 2022,31.61577778,34.60638889,1991,,,Included,Included,Excluded,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1.7E-05,0.9419,1E-05,1E-05,0.012886,1E-05,1E-05,1E-05,0.045148
ISR_43,SRR11548151,Asia,Israel,Israel,tritici,Before 2022,31.81330556,34.86102778,1991,,,Included,Included,Excluded,1_2_1,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,0.055715,1E-05,1E-05,1E-05,0.023681,0.022913,0.897642,1E-05,1E-05
ISR_50,SRR11548150,Asia,Israel,Israel,tritici,Before 2022,31.48066667,34.50744444,1990,,,Included,Included,Excluded,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.986021,1E-05,1E-05,0.00381,1E-05,1E-05,1E-05,0.010109
ISR_52,SRR11548149,Asia,Israel,Israel,tritici,Before 2022,31.419,34.34817,1990,,,Included,Included,Excluded,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.948976,1E-05,1E-05,0.012938,1E-05,1E-05,1E-05,0.038026
ISR_7,SRR2153098,Asia,Israel,Israel: Eastern Galilee,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR1,ISR1,ISR2,0.422901,0.565143,1E-05,1E-05,0.011896,1E-05,1E-05,1E-05,1E-05
ISR_70,SRR2153101,Asia,Israel,Israel: Mt. Judea & Planes,tritici,Before 2022,31.41972222,34.49147222,1990,,,Included,Included,Excluded,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.877006,0.003091,0.000877,0.06029,1E-05,1E-05,1E-05,0.058696
ISR_8,SRR2153099,Asia,Israel,Israel: Eastern Galilee,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,1_2_1,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR10,0.114741,0.151271,1E-05,1E-05,0.045805,1E-05,0.688133,1E-05,1E-05
ISR_9,SRR11548145,Asia,Israel,Israel,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR1,ISR1,ISR2,0.436825,0.563105,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ISR_94,SRR11548144,Asia,Israel,Israel,tritici,Before 2022,32.47147222,35.4935,1990,,,Included,Included,Excluded,1_2_1,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR+TUR,ISR6,1E-05,0.994362,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,0.005567
ISR_97,SRR2153102,Asia,Israel,Israel: Mt. Judea & Planes,tritici,Before 2022,31.66691667,34.68886111,1990,,,Included,Included,Excluded,1_1_3,S_EUR_ME,ME,ME,ME,ISR+TUR,ISR+TUR,ISR1,ISR2,ISR2,ISR3,1E-05,0.981912,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,0.018018
ISR_KU,SRR11548142,Asia,Israel,Israel,tritici,Before 2022,31.304954,34.523282,2017,,,Included,Included,Included,1_1_3,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05
ITBA022201,ITBA022201,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITBA022210,ITBA022210,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITBA022213,ITBA022213,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITBA022218,ITBA022218,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.999911,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1.9E-05,1E-05
ITBA022222,ITBA022222,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITBA062301,ITBA062301,Europe,Italy,Bari,tritici,2023,41.04361111,16.88472222,2023,Field,,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITBO052301,ITBO052301,Europe,Italy,Bologna,tritici,2023,44.50823,11.342294,2023,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,S_EUR3,0.496968,1E-05,1E-05,1E-05,0.008018,0.194259,0.300705,1E-05,1E-05
ITBO052302,ITBO052302,Europe,Italy,Bologna,tritici,2023,44.50823,11.342294,2023,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.028096,1E-05,1E-05,1E-05,1E-05,0.82285,0.148995,1E-05,1E-05
ITBO062201,ITBO062201,Europe,Italy,Cadriano Bologna,tritici,2022,44.552823,11.410973,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITBO062202,ITBO062202,Europe,Italy,Cadriano Bologna,tritici,2022,44.552823,11.410973,2022,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+1,0.738471,1E-05,1E-05,1E-05,0.04852,0.157576,0.030329,1E-05,0.025064
ITBO062203,ITBO062203,Europe,Italy,Cadriano Bologna,tritici,2022,44.552823,11.410973,2022,Field,,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,S_EUR3,0.373455,1E-05,1E-05,1E-05,1E-05,0.309958,0.307323,0.004925,0.004299
ITBZ042301,ITBZ042301,Europe,Italy,Bolzano,tritici,2023,46.489333,11.303028,2023,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,S_EUR4,0.069314,1E-05,1E-05,1E-05,1E-05,0.446424,0.484201,1E-05,1E-05
ITCN042301,ITCN042301,Europe,Italy,Cuneo,tritici,2023,44.372414,7.49504,2023,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,S_EUR4,0.168174,1E-05,1E-05,1E-05,1E-05,0.428562,0.403204,1E-05,1E-05
ITCN042302,ITCN042302,Europe,Italy,Cuneo,tritici,2023,44.372414,7.49504,2023,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,1E-05,0.874307,0.125623,1E-05,1E-05
ITCN052201,ITCN052201,Europe,Italy,Cuneo,tritici,2022,44.372414,7.49504,2022,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,S_EUR4,0.178728,0.006404,1E-05,1E-05,1E-05,0.404202,0.408077,0.002549,1E-05
ITCN052204,ITCN052204,Europe,Italy,Cuneo,tritici,2022,44.372414,7.49504,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.083416,1E-05,1E-05,1E-05,1E-05,0.694761,0.221762,1E-05,1E-05
ITLE042301,ITLE042301,Europe,Italy,Lecce,tritici,2023,39.947494,18.036866,2023,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITLI042201,ITLI042201,Europe,Italy,Liguria,tritici,2022,43.911406,7.932875,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
ITLI052301,ITLI052301,Europe,Italy,Liguria,tritici,2023,43.911252,7.932422,2023,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,S_EUR4,0.050947,1E-05,1E-05,1E-05,0.011479,0.474249,0.463272,1.2E-05,1E-05
ITMA052201,ITMA052201,Europe,Italy,Tolentino (Macerata),tritici,2022,43.233998,13.35464,2022,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITMA052208,ITMA052208,Europe,Italy,Tolentino (Macerata),tritici,2022,43.233998,13.35464,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+2,0.948334,1E-05,1E-05,1E-05,0.051596,1E-05,1E-05,1E-05,1E-05
ITMA052213,ITMA052213,Europe,Italy,Tolentino (Macerata),tritici,2022,43.232502,13.412216,2022,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ITSA052301,ITSA052301,Europe,Italy,Sardegna,tritici,2023,39.418623,9.081852,2023,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,0.69363,1E-05,1E-05,1E-05,1E-05,0.3063,1E-05,1E-05,1E-05
ITSA052302,ITSA052302,Europe,Italy,Sardegna,tritici,2023,39.418623,9.081852,2023,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+2,0.997702,1E-05,1E-05,1E-05,0.002228,1E-05,1E-05,1E-05,1E-05
ITSA052303,ITSA052303,Europe,Italy,Sardegna,tritici,2023,39.418623,9.081852,2023,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+1,0.841344,1E-05,1E-05,1E-05,1E-05,0.158586,1E-05,1E-05,1E-05
JIW2,SRR7642215,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
JPN_2440813_a,SRR11747796,Asia,Japan,Japan,tritici,Before 2022,43.066667,141.5,2019,,,Included,Excluded,Excluded,1_1_3,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_2440813_aii,SRR11747795,Asia,Japan,Japan,tritici,Before 2022,43.066667,141.5,2019,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_CHI_79a,SRR11747798,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_CHI_79b,SRR11747797,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1.6E-05,0.999914,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_CHIKARA,SRR11548141,Asia,Japan,Japan,tritici,Before 2022,35.40423,139.550239,2015,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_MEK_13a,SRR11747801,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_MEK_13b,SRR11747800,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_MEK_13c,SRR11747799,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_MEK_2b,SRR11747803,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,1_1_3,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
JPN_MEK_2c,SRR11747802,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,1_1_3,,,,,,,,,,,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05
KAZ_1a,SRR11548139,Asia,Kazakhstan,Kazakhstan,tritici,Before 2022,53.8666667,64.4525,2018,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05
KAZ_1b,SRR11548138,Asia,Kazakhstan,Kazakhstan,tritici,Before 2022,53.8666667,64.4525,2018,,,Included,Excluded,Excluded,1_2_1,,,,,,,,,,,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05
KAZ_2,SRR11548137,Asia,Kazakhstan,Kazakhstan,tritici,Before 2022,53.8666667,64.4525,2018,,,Included,Excluded,Excluded,1_1_3,,,,,,,,,,,1E-05,1E-05,1E-05,1E-05,1.5E-05,1E-05,0.999914,1.1E-05,1E-05
LTKD062206,LTKD062206,Europe,Lithuania,Akademija Kėdainiai district,tritici,2022,55.39,23.87,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
