Sample.Name,ID,Continent,Country,Region,Strain,Collection,Latitude,Longitude,Year.of.Collection,Pot.Field,Host,Status_world,Status_ext_eur,Status_recent_ext_eur,fs_level1,fs_level2,fs_level3,fs_level4,fs_level5,fs_level6,fs_level7,fs_level8,anc1,anc2,anc3,anc4,anc5,anc6,anc7,Mating.type
CHZR052207,CHZR052207,Europe,Switzerland,Witikon Zurich,triticale,2022,47.356058,8.59774,2022,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
CHZR062208,CHZR062208,Europe,Switzerland,Zurich,tritici,2022,47.348098,8.624128,2022,Field,,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
COPP-2C,SRR2153092,Europe,France,France: Druelle,triticale,Before 2022,NA,NA,2009/2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
CZKA042201,CZKA042201,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,2022,49.2849792,17.3643381,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.777929,0.01574,1E-05,1.4E-05,0.193102,1E-05,0.013195,1_2_1
CZKA042204,CZKA042204,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,2022,49.2849792,17.3643381,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.885575,1E-05,1E-05,1E-05,0.10108,1E-05,0.013305,1_1_3
CZKA042205,renamed_CZKA042205,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,2022,49.2849792,17.3643381,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.743681,0.056774,1E-05,0.000472,0.199043,1E-05,1E-05,1_2_1
CZKA052301,CZKA052301,Europe,Czech Republic,Kroměříž close to the institute (Agrotest Fyto Ltd.),tritici,2023,49.2899058,17.3658633,2023,Field,,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe2,0.121117,0.862344,0.001782,1E-05,1E-05,1E-05,0.014727,1_1_3
CZKA052302,CZKA052302,Europe,Czech Republic,Kroměříž close to the institute (Agrotest Fyto Ltd.),tritici,2023,49.2899058,17.3658633,2023,Field,,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.832913,1E-05,1E-05,1E-05,0.165483,0.001564,1E-05,1_1_3
CZPR052201,CZPR052201,Europe,Czech Republic,Prague,tritici,2022,50.081499,14.309154,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
CZPR052202,CZPR052202,Europe,Czech Republic,Prague,tritici,2022,50.081499,14.309154,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
CZPR052203,CZPR052203,Europe,Czech Republic,Prague,tritici,2022,50.08778,14.28088,2022,Field,,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.853892,1E-05,1E-05,1E-05,0.146058,1E-05,1E-05,1_1_3
CZPR052204,CZPR052204,Europe,Czech Republic,Prague,tritici,2022,50.00088702,14.5598933,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.955421,0.031979,1E-05,1E-05,1E-05,1E-05,0.01256,1_1_3
CZPR052205,CZPR052205,Europe,Czech Republic,Prague,tritici,2022,50.00088702,14.5598933,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.939573,1E-05,1E-05,0.015337,0.04505,1E-05,1E-05,1_1_3
CZUH042202,renamed_CZUH042202,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.853288,1E-05,1E-05,1E-05,0.140308,0.006365,1E-05,1_2_1
CZUH042203,CZUH042203,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.770099,0.015094,1E-05,1E-05,0.214768,1E-05,1E-05,1_2_1
CZUH042204,CZUH042204,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.760758,0.044524,1E-05,1E-05,0.194679,1E-05,1E-05,1_2_1
CZUH042205,CZUH042205,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.986293,1E-05,1E-05,1E-05,1E-05,0.013657,1E-05,1_2_1
CZUH042206,CZUH042206,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.875443,1E-05,1E-05,1E-05,0.124507,1E-05,1E-05,1_1_3
CZUH052301,CZUH052301,Europe,Czech Republic,Uherské Hradiště at the Bata channel,tritici,2023,49.0775319,17.4611247,2023,Field,,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.93419,0.011057,1E-05,1E-05,0.039536,1E-05,0.015187,1_1_3
CZUH052302,CZUH052302,Europe,Czech Republic,Uherské Hradiště,tritici,2023,49.0775319,17.4611247,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.732539,0.034552,1E-05,1E-05,0.23286,2E-05,1E-05,1_2_1
DEAU042301,DEAU042301,Europe,Germany,Augsburg,triticale,2023,48.35738717,10.89845183,2023,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEBD052301,DEBD052301,Europe,Germany,Berlin Dahlem,tritici,2023,52.460509,13.297172,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.999934,1E-05,1E-05,1E-05,1E-05,1.6E-05,1E-05,1_2_1
DEBD052307,DEBD052307,Europe,Germany,Berlin Dahlem,tritici,2023,52.460509,13.297172,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.998442,1E-05,1E-05,1E-05,1E-05,1E-05,0.001508,1_1_3
DEBD052309,DEBD052309,Europe,Germany,Berlin Dahlem,triticale,2023,52.460509,13.297172,2023,Field,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
DEBD052318,DEBD052318,Europe,Germany,Berlin Dahlem,tritici,2023,52.460509,13.297172,2023,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,0.643828,0.350267,1E-05,1E-05,1E-05,1E-05,0.005865,1_1_3
DEBD062355,DEBD062355,Europe,Germany,,secalis,2023,NA,NA,2023,Field,Rye,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
DEBE032201,DEBE032201,Europe,Germany,Berlin,triticale,2022,52.53295,13.403097,2022,Pot,4n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEBE032202,renamed_DEBE032202,Europe,Germany,Berlin,tritici,2022,52.53295,13.403097,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEBE032203,DEBE032203,Europe,Germany,Berlin,tritici,2022,52.53295,13.403097,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEBE052301,DEBE052301,Europe,Germany,Berlin,tritici,2023,52.53295,13.403097,2023,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.991784,1E-05,1E-05,1E-05,1E-05,1E-05,0.008166,1_1_3
DEBE052302,DEBE052302,Europe,Germany,Berlin,tritici,2023,52.53295,13.403097,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEBE052303,DEBE052303,Europe,Germany,Berlin,triticale,2023,52.53295,13.403097,2023,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
DEBE052304,DEBE052304,Europe,Germany,Berlin,secalis,2023,52.53295,13.403097,2023,Pot,Rye,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
DECO042201,DECO042201,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DECO042202,DECO042202,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DECO042203,DECO042203,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DECO042204,DECO042204,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEDI032201,DEDI032201,Europe,Germany,Diessen am Ammersee,triticale,2022,47.936675,11.068782,2022,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEDO072301,DEDO072301,Europe,Germany,Dortmund,tritici,2023,51.456504,7.526609,2023,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEDO072302,DEDO072302,Europe,Germany,Dortmund,tritici,2023,51.456504,7.526609,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEDO072303,DEDO072303,Europe,Germany,Dortmund,triticale,2023,51.456504,7.526609,2023,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEGO062303,DEGO062303,Europe,Germany,Göttingen,tritici,2023,51.529278,9.891861,2023,Pot,Triticale,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEHA062201,DEHA062201,Europe,Germany,Hamburg,tritici,2022,53.55291321,10.01539673,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.996963,1E-05,1E-05,1E-05,1E-05,0.002987,1E-05,1_1_3
DEHA062205,DEHA062205,Europe,Germany,Hamburg,triticale,2022,53.55291321,10.01539673,2022,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
DEHI052201,DEHI052201,Europe,Germany,Hiltrup,tritici,2022,51.912571,7.636333,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEHI052202,DEHI052202,Europe,Germany,Hiltrup,tritici,2022,51.912571,7.636333,2022,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEHO062206,DEHO062206,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEHO062208,DEHO062208,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEHO062211,DEHO062211,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEHO062214,DEHO062214,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEHO062215,DEHO062215,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEHO062223,DEHO062223,Europe,Germany,Hohenheim,triticale,2022,48.71267,9.186369,2022,Field,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEHO062227,DEHO062227,Europe,Germany,Hohenheim,triticale,2022,48.71267,9.186369,2022,Field,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEHO062228,DEHO062228,Europe,Germany,Hohenheim,triticale,2022,48.71267,9.186369,2022,Field,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEHO062232,DEHO062232,Europe,Germany,Hohenheim,tritici,2022,48.715945,9.189,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DEHO062233,DEHO062233,Europe,Germany,Hohenheim,tritici,2022,48.712669,9.196224,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEHO062240,DEHO062240,Europe,Germany,Hohenheim,tritici,2022,48.712669,9.196224,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DEHO062314,DEHO062314,Europe,Germany,Kleinhohenheim (Organic research station),tritici,2023,48.7402585,9.2026698,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.999934,1E-05,1E-05,1E-05,1.6E-05,1E-05,1E-05,1_1_3
DEHO062320,DEHO062320,Europe,Germany,Heidfeldhof,tritici,2023,48.712513,9.1941663,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DELO042201,DELO042201,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DELO042202,DELO042202,Europe,Germany,Lomersheim,triticale,2022,48.931292,8.868213,2022,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DELO042203,DELO042203,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.960927,1E-05,1E-05,1E-05,0.017211,2.9E-05,0.021804,1_2_1
DELO042204,DELO042204,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
DELO042205,DELO042205,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,Triticale,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
DELW052301,DELW052301,Europe,Germany,Leutewitz,tritici,2023,51.1347972,13.3512805,2023,Field,,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.999684,1E-05,1E-05,1E-05,1E-05,1E-05,0.000266,1_1_3
DELW052304,DELW052304,Europe,Germany,Leutewitz,tritici,2023,51.134776,13.3512647,2023,Field,,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.963115,0.006848,1E-05,1E-05,0.007556,1E-05,0.022452,1_1_3
DELW052307,DELW052307,Europe,Germany,Leutewitz,tritici,2023,51.1348826,13.3490818,2023,Field,,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.989716,1E-05,1E-05,1E-05,1E-05,0.010234,1E-05,1_2_1
DEST052301,DEST052301,Europe,Germany,Starnberg,triticale,2023,48.005815,11.34647,2023,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
DEST052302,DEST052302,Europe,Germany,Starnberg,triticale,2023,48.005815,11.34647,2023,Pot,4n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
DEST052303,DEST052303,Europe,Germany,Starnberg,triticale,2023,48.005815,11.34647,2023,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
DKES062203,DKES062203,Europe,Denmark,Esbjerg,tritici,2022,55.518111,8.453419,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032201,ESAN032201,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032203,ESAN032203,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESAN032205,ESAN032205,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.999934,1.6E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESAN032208,ESAN032208,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_admx,S_Spain_admx,0.205289,0.794661,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032210,ESAN032210,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032212,ESAN032212,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032214,ESAN032214,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032215,ESAN032215,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1.6E-05,0.999934,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032216,ESAN032216,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESAN032219,ESAN032219,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032222,ESAN032222,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1.2E-05,0.999938,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032225,ESAN032225,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.999936,1.4E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESAN032226,ESAN032226,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,0.026666,0.973284,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN032227,ESAN032227,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN042303,ESAN042303,Europe,Spain,Cordoba,tritici,2023,37.77916667,-4.78833333,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.999935,1.5E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESAN042310,ESAN042310,Europe,Spain,Cordoba,tritici,2023,37.77916667,-4.78833333,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.999933,1E-05,1E-05,1E-05,1.7E-05,1E-05,1_1_3
ESAN042315,ESAN042315,Europe,Spain,Escacena,tritici,2023,37.45472222,-6.36333333,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.990952,0.008998,1E-05,1E-05,1E-05,1E-05,1_2_1
ESAN042318,ESAN042318,Europe,Spain,Escacena,tritici,2023,37.45472222,-6.36333333,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_S,Spain_S,Spain_S,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESBA062301,ESBA062301,Europe,Spain,Barcelona,triticale,2023,41.612033,2.65743,2023,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ESCT052202,ESCT052202,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.608464,0.391486,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESCT052207,ESCT052207,Europe,Spain,Olius,tritici,2022,41.98899,1.56179,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.588137,0.411813,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
