"isolate","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","ID","Continent","Country","Region","Strain","Collection","Latitude","Longitude","Year.of.Collection","Pot.Field","Host","Status_world","Status_ext_eur","Status_recent_ext_eur","fs_level1","fs_level2","fs_level3","fs_level4","fs_level5","fs_level6","fs_level7","fs_level8","anc1","anc2","anc3","anc4","anc5","anc6","anc7","Mating.type"
"CZUH042206",-49.4753214090325,5.27034466861828,2.72804783743344,-4.50765721487079,4.77165550133312,5.32807408128184,-0.134445534556123,7.92445771904058,6.03631750151129,-0.56703150047718,"CZUH042206","Europe","Czech Republic","Uherské Hradiště u Baťova kanálu (field)","tritici","2022",49.0835897,17.464465,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.875443,1e-05,1e-05,1e-05,0.124507,1e-05,1e-05,"1_1_3"
"CZUH052301",-48.1110275634504,4.0470933895166,0.78888466204594,-3.40629674040548,2.53591262969797,4.90049282336249,10.2923963419884,5.76797932717557,-2.27681361340939,-1.81018758263967,"CZUH052301","Europe","Czech Republic","Uherské Hradiště at the Bata channel","tritici","2023",49.0775319,17.4611247,"2023","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.93419,0.011057,1e-05,1e-05,0.039536,1e-05,0.015187,"1_1_3"
"CZUH052302",-25.7697985847274,-0.0814222563489647,-2.08459862880953,4.65078530007836,-0.407039240476718,6.91041289994574,4.0483073595706,9.12095744940377,2.73737744367389,3.9851478729788,"CZUH052302","Europe","Czech Republic","Uherské Hradiště","tritici","2023",49.0775319,17.4611247,"2023","Field","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.732539,0.034552,1e-05,1e-05,0.23286,2e-05,1e-05,"1_2_1"
"DEBD052307",-46.5418855448363,2.27222353119142,1.279875616127,-14.704050909083,-3.17022525380345,0.0447998840968944,2.59095769739953,6.52815443091026,-5.53344004564762,5.5566512771439,"DEBD052307","Europe","Germany","Berlin Dahlem","tritici","2023",52.460509,13.297172,"2023","Field","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.998442,1e-05,1e-05,1e-05,1e-05,1e-05,0.001508,"1_1_3"
"DEBD052318",-1.13232682783278,-25.4356355369987,-7.57535293476415,-3.9684101389845,-7.22993112527297,-2.77806478471663,1.69730507241454,-0.654259030729384,-4.8615498631544,17.4905667758427,"DEBD052318","Europe","Germany","Berlin Dahlem","tritici","2023",52.460509,13.297172,"2023","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","S_Europe_admx","S_Europe_admx",0.643828,0.350267,1e-05,1e-05,1e-05,1e-05,0.005865,"1_1_3"
"DEBE032202",-69.4778906296891,4.77247444414165,-2.09041481019335,-13.1337433663586,-6.77748941434953,4.93452539172071,2.31730853529893,-10.2768479501247,-8.30097400821802,5.08839933228106,"renamed_DEBE032202","Europe","Germany","Berlin","tritici","2022",52.53295,13.403097,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"DEBE032203",-73.3242447546071,7.18802832363189,-0.0251683908012677,-17.7145712066742,8.31435205561412,0.591985564966324,9.19880969342227,0.302270194188033,5.08530300001117,-6.3332669387454,"DEBE032203","Europe","Germany","Berlin","tritici","2022",52.53295,13.403097,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"DEBE052301",-58.0839542700317,1.59794595810787,2.34047830031715,-12.7220059388353,1.44318321924675,-2.70759992724681,10.6002585158743,3.13415730490571,3.1466005206118,1.50549970727234,"DEBE052301","Europe","Germany","Berlin","tritici","2023",52.53295,13.403097,"2023","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.991784,1e-05,1e-05,1e-05,1e-05,1e-05,0.008166,"1_1_3"
"DEBE052302",-58.5993413285326,7.29388464167097,-2.99060099654305,-6.14452543859715,3.75261491100561,-3.16760816154939,0.707231763639121,-2.35905948159136,6.98154341338696,-16.2523608624091,"DEBE052302","Europe","Germany","Berlin","tritici","2023",52.53295,13.403097,"2023","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"DECO042201",-71.4171911689195,0.770597650107398,-3.4595945012737,-14.813707233729,-1.87715586297229,1.97780591674696,-1.63345159866491,-10.2094375334121,-9.89198426665206,18.5640065062757,"DECO042201","Europe","Germany","Cologne","tritici","2022",50.956411,6.858728,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe1",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"DECO042202",-66.2694531181445,4.99973602289711,3.69841709303985,-15.0402906747481,1.90343352188527,-7.54396805100827,2.38545669441041,6.23902871970757,-5.15443820104093,20.7070846571263,"DECO042202","Europe","Germany","Cologne","tritici","2022",50.956411,6.858728,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe1",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"DECO042203",-73.856578616938,12.5594050198202,-0.587151998988961,-22.9199272505981,1.82941251797175,5.05972418626615,5.6480110589067,-5.92705554980879,-8.60084858782182,4.46540238282319,"DECO042203","Europe","Germany","Cologne","tritici","2022",50.956411,6.858728,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe1",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
